newbookid,ratings_count,average_rating,predicted_rating
1042,89569,3.97,4.0
1016,89468,4.1,4.0
1012,89460,4.13,4.0
972,89410,3.84,4.0
1295,89356,3.8,4.0
1139,89262,3.48,3.0
992,89204,3.88,4.0
1220,89033,3.88,4.0
954,88847,4.2,4.0
1089,88673,4.0,4.0
990,88626,3.93,4.0
1120,88508,4.05,4.0
931,88251,3.33,3.0
937,88227,4.25,4.0
1063,88139,3.77,4.0
1190,87718,4.36,4.0
1242,87665,3.98,4.0
914,87636,4.15,4.0
977,87511,3.99,4.0
680,87445,4.17,4.0
1469,87432,4.12,4.0
1088,87427,3.92,4.0
1227,87423,4.22,4.0
940,87412,3.94,4.0
1291,87335,4.14,4.0
1194,87277,4.07,4.0
1019,87141,4.09,4.0
1026,87098,4.43,4.0
1199,87066,3.77,4.0
939,86965,3.82,4.0
1265,86963,4.16,4.0
1412,86929,4.36,4.0
963,86870,3.89,4.0
1321,86805,3.8,4.0
1101,86471,3.91,4.0
1119,86421,4.0,4.0
1411,86284,4.04,4.0
1176,86103,4.19,4.0
1155,86062,3.99,4.0
989,85883,4.25,4.0
1395,85873,3.59,4.0
1497,85746,4.21,4.0
1475,85699,4.27,4.0
1378,85683,3.92,4.0
993,85582,4.04,4.0
932,85277,4.04,4.0
1770,85266,4.08,4.0
1047,85136,4.24,4.0
1580,85034,3.91,4.0
930,85019,3.78,4.0
1069,85006,3.95,4.0
1053,84957,3.98,4.0
1202,84778,3.62,4.0
1518,84776,3.81,4.0
1131,84770,3.95,4.0
2175,84711,4.47,4.0
1178,84682,3.84,4.0
1647,84677,4.31,4.0
1478,84650,4.38,4.0
1160,84489,4.04,4.0
1537,84438,3.77,4.0
1051,84367,3.88,4.0
1387,84363,4.15,4.0
1213,84358,3.94,4.0
974,84180,3.66,4.0
1544,83981,3.97,4.0
1500,83886,4.26,4.0
1021,83881,4.03,4.0
995,83847,4.09,4.0
1645,83767,4.44,4.0
1133,83741,3.88,4.0
1091,83695,4.11,4.0
1226,83664,4.32,4.0
1007,83607,3.79,4.0
1072,83461,3.73,4.0
1117,83389,3.72,4.0
536,83354,4.08,4.0
1191,83351,3.79,4.0
1071,83235,4.1,4.0
1036,83085,4.37,4.0
1241,83085,4.2,4.0
1084,83066,3.76,4.0
1631,83051,4.36,4.0
1763,83000,4.21,4.0
1508,82824,4.41,4.0
1357,82757,4.28,4.0
1251,82706,4.05,4.0
1018,82608,4.21,4.0
943,82591,3.95,4.0
1105,82580,3.86,4.0
1056,82535,3.86,4.0
1166,82518,4.11,4.0
926,82504,3.48,3.0
1005,82474,3.75,4.0
1448,82470,4.01,4.0
1256,82458,3.94,4.0
1109,82399,4.34,4.0
1536,82373,4.24,4.0
1123,82320,3.93,4.0
1388,82291,3.91,4.0
1183,82281,3.99,4.0
1372,82270,3.58,4.0
1209,82102,4.15,4.0
1025,82090,3.92,4.0
1337,82062,3.92,4.0
742,81982,4.24,4.0
1322,81945,3.89,4.0
1264,81914,4.13,4.0
1030,81712,3.99,4.0
1110,81707,4.33,4.0
1195,81621,4.18,4.0
1040,81616,3.8,4.0
1161,81598,4.02,4.0
1253,81579,3.57,4.0
1272,81553,4.36,4.0
1932,81420,3.98,4.0
1471,81362,4.0,4.0
1197,81326,4.12,4.0
1094,81102,3.76,4.0
1017,80991,3.95,4.0
1132,80959,3.82,4.0
1068,80906,4.06,4.0
1346,80883,4.16,4.0
1015,80769,4.11,4.0
1257,80740,4.29,4.0
1519,80737,3.99,4.0
1037,80577,3.81,4.0
1060,80434,4.07,4.0
1563,80433,4.44,4.0
1057,80377,3.83,4.0
1282,80367,4.14,4.0
1179,80366,4.17,4.0
1352,80299,3.94,4.0
1200,80075,3.9,4.0
1159,80056,4.07,4.0
1603,79959,3.91,4.0
1215,79824,4.1,4.0
1076,79762,3.45,3.0
1288,79746,3.9,4.0
1149,79662,3.68,4.0
1302,79627,4.33,4.0
1246,79508,4.12,4.0
1466,79461,4.13,4.0
1554,79360,4.03,4.0
1606,79266,4.16,4.0
1441,79264,3.94,4.0
1270,79117,3.86,4.0
1696,79077,4.16,4.0
1182,79008,3.83,4.0
1348,78903,4.29,4.0
1245,78766,3.96,4.0
1737,78658,4.08,4.0
1192,78592,4.14,4.0
1144,78529,3.98,4.0
1153,78523,4.08,4.0
1399,78487,4.2,4.0
1731,78405,3.95,4.0
1205,78355,3.92,4.0
1364,78314,3.94,4.0
969,78271,3.66,4.0
1940,78157,4.26,4.0
1111,78132,3.41,3.0
1171,78129,3.79,4.0
1338,78123,4.43,4.0
1138,78070,4.11,4.0
832,78028,4.13,4.0
1107,77592,3.76,4.0
1701,77575,3.96,4.0
1103,77538,4.15,4.0
1083,77462,3.77,4.0
1690,77454,3.92,4.0
1146,77277,3.98,4.0
1158,77258,4.33,4.0
1145,77251,3.7,4.0
1285,77206,4.26,4.0
1370,77046,3.89,4.0
1189,76925,3.96,4.0
1365,76911,4.08,4.0
843,76876,4.13,4.0
1212,76791,3.74,4.0
1377,76785,4.53,5.0
1174,76761,3.49,3.0
1535,76598,3.91,4.0
1009,76566,3.54,4.0
979,76553,3.94,4.0
1233,76440,4.35,4.0
1206,76376,3.9,4.0
1809,76368,4.31,4.0
1320,76277,4.18,4.0
970,76261,4.16,4.0
1393,76219,4.03,4.0
1601,76052,4.13,4.0
1585,75987,3.97,4.0
1525,75851,4.13,4.0
1545,75834,3.91,4.0
2159,75699,4.3,4.0
1078,75665,3.98,4.0
1775,75637,4.27,4.0
1188,75541,3.99,4.0
1055,75502,3.99,4.0
1090,75469,4.13,4.0
1530,75436,4.16,4.0
1104,75320,3.76,4.0
1214,75307,4.15,4.0
1277,75275,3.81,4.0
1341,75196,3.94,4.0
1335,75186,4.36,4.0
1361,75133,4.41,4.0
1278,75051,3.81,4.0
1106,75031,4.28,4.0
1181,75018,3.9,4.0
1001,74979,3.22,3.0
1492,74820,4.02,4.0
1247,74815,3.9,4.0
1622,74747,4.14,4.0
1484,74666,4.19,4.0
1041,74642,4.18,4.0
1790,74589,4.13,4.0
1211,74517,3.74,4.0
1096,74511,4.02,4.0
1760,74479,4.01,4.0
1350,74378,4.37,4.0
1820,74367,3.61,4.0
1162,74358,3.72,4.0
983,74218,4.4,4.0
1044,74199,3.89,4.0
1396,74156,4.28,4.0
1260,74133,3.9,4.0
1167,74130,4.06,4.0
1380,74121,4.14,4.0
1100,74052,4.27,4.0
1409,74029,4.01,4.0
968,73994,3.62,4.0
1427,73918,4.11,4.0
947,73886,4.19,4.0
1548,73883,4.16,4.0
1688,73839,4.08,4.0
1358,73807,3.93,4.0
1494,73745,4.35,4.0
1235,73573,4.13,4.0
862,73572,4.77,5.0
1391,73534,4.41,4.0
1219,73515,3.83,4.0
1768,73492,3.99,4.0
884,73149,4.07,4.0
1135,73140,3.85,4.0
2643,73104,4.27,4.0
1453,73093,3.53,4.0
1880,73056,4.41,4.0
1838,73051,3.91,4.0
1891,73030,4.46,4.0
1367,73000,3.89,4.0
1290,72797,4.25,4.0
1229,72734,3.73,4.0
1632,72732,3.96,4.0
1259,72714,3.92,4.0
1115,72713,3.89,4.0
1142,72683,4.25,4.0
1079,72675,3.6,4.0
1557,72611,4.25,4.0
1366,72588,4.27,4.0
1473,72504,4.12,4.0
1074,72493,4.16,4.0
1232,72493,3.99,4.0
1150,72481,4.15,4.0
1323,72480,4.05,4.0
1330,72426,3.96,4.0
1561,72421,3.35,3.0
1465,72329,4.15,4.0
1164,72328,3.95,4.0
1221,72311,4.39,4.0
1152,72277,3.85,4.0
1267,72207,4.1,4.0
1198,72185,4.2,4.0
1534,72052,4.04,4.0
1772,71988,4.06,4.0
1081,71971,4.29,4.0
1327,71968,4.14,4.0
1239,71868,4.02,4.0
2025,71841,4.39,4.0
1950,71830,4.38,4.0
1329,71816,4.26,4.0
1216,71815,4.24,4.0
1309,71777,3.5,4.0
1286,71775,4.11,4.0
1136,71515,3.93,4.0
1375,71411,3.84,4.0
1276,71379,4.12,4.0
1360,71355,3.92,4.0
1406,71354,4.2,4.0
1460,71353,4.36,4.0
1098,71276,4.14,4.0
1340,71271,4.47,4.0
1035,71156,4.08,4.0
1121,71095,4.18,4.0
1075,71053,3.81,4.0
1156,71023,3.91,4.0
2086,70995,4.1,4.0
1598,70961,4.35,4.0
1419,70921,3.66,4.0
1812,70806,4.02,4.0
1589,70737,3.95,4.0
1443,70704,4.21,4.0
1461,70701,4.03,4.0
1102,70550,4.01,4.0
1984,70476,3.92,4.0
1313,70454,4.06,4.0
1305,70446,3.73,4.0
1314,70382,3.6,4.0
1798,70335,4.08,4.0
1331,70335,3.96,4.0
1830,70274,4.17,4.0
1474,70269,4.12,4.0
1157,70241,3.85,4.0
1710,70196,4.2,4.0
1543,70119,4.18,4.0
1450,70079,3.9,4.0
1981,70029,4.24,4.0
1446,70029,4.43,4.0
1031,69992,4.04,4.0
1168,69975,4.01,4.0
1359,69948,3.93,4.0
1488,69815,4.06,4.0
1646,69733,4.13,4.0
1421,69709,3.95,4.0
1767,69657,4.42,4.0
1661,69636,3.97,4.0
1414,69616,4.13,4.0
1250,69596,3.97,4.0
1718,69534,4.03,4.0
1879,69516,4.34,4.0
1496,69504,3.83,4.0
1575,69450,3.69,4.0
2087,69410,4.07,4.0
1243,69351,3.71,4.0
1971,69350,3.88,4.0
1459,69134,4.17,4.0
1540,69102,4.36,4.0
1390,69087,3.99,4.0
1739,69065,3.91,4.0
1296,69058,4.09,4.0
1840,69046,3.75,4.0
1933,69032,4.3,4.0
2311,69018,3.84,4.0
1432,69007,3.64,4.0
1228,68865,4.27,4.0
1234,68861,3.59,4.0
1273,68854,4.42,4.0
1376,68834,4.01,4.0
1881,68816,4.43,4.0
1689,68750,4.0,4.0
1373,68701,4.16,4.0
1258,68676,3.82,4.0
1747,68676,4.23,4.0
1794,68651,3.67,4.0
1402,68597,4.05,4.0
1298,68480,4.12,4.0
1934,68452,4.34,4.0
1317,68451,3.97,4.0
1521,68448,3.21,3.0
1261,68416,4.2,4.0
1371,68410,4.5,4.0
1896,68270,4.22,4.0
1252,68255,4.23,4.0
1266,68224,3.86,4.0
1609,68112,4.17,4.0
1851,68104,3.66,4.0
1773,68084,4.13,4.0
1254,68063,4.28,4.0
1444,68011,4.01,4.0
1097,67937,3.91,4.0
1193,67928,3.91,4.0
1082,67873,3.82,4.0
1125,67866,3.42,3.0
1355,67777,3.98,4.0
1315,67768,3.73,4.0
1567,67753,4.28,4.0
1383,67753,3.86,4.0
1859,67663,4.14,4.0
1363,67643,3.97,4.0
1430,67632,3.69,4.0
1634,67608,3.81,4.0
1516,67608,3.6,4.0
1611,67602,3.97,4.0
1629,67539,4.09,4.0
1963,67482,4.02,4.0
1687,67451,4.16,4.0
1085,67438,3.43,3.0
1472,67433,4.0,4.0
1712,67357,3.78,4.0
1503,67344,3.65,4.0
1528,67267,3.7,4.0
1353,67264,4.4,4.0
1630,67171,4.23,4.0
1275,67128,4.1,4.0
1244,67125,4.18,4.0
1325,67107,3.94,4.0
1579,67077,4.06,4.0
1319,67047,4.42,4.0
2064,67046,3.9,4.0
1965,67018,3.99,4.0
1065,66979,4.21,4.0
1663,66950,3.65,4.0
1445,66947,3.91,4.0
1431,66923,4.18,4.0
2108,66901,4.11,4.0
1922,66871,4.28,4.0
1318,66857,4.46,4.0
1526,66823,3.99,4.0
1196,66782,4.27,4.0
1515,66721,3.97,4.0
1279,66720,3.75,4.0
1124,66713,3.73,4.0
1627,66701,4.23,4.0
1401,66591,3.91,4.0
1403,66577,4.13,4.0
1564,66537,4.07,4.0
1154,66406,4.24,4.0
1597,66402,4.54,5.0
1783,66400,3.54,4.0
1408,66390,4.27,4.0
1847,66382,4.25,4.0
1177,66381,3.93,4.0
1483,66360,4.08,4.0
1817,66327,3.95,4.0
1400,66287,3.92,4.0
1407,66194,3.96,4.0
1959,66170,3.89,4.0
1186,66129,3.84,4.0
1332,66104,3.37,3.0
1729,66089,3.75,4.0
1218,66085,3.56,4.0
1311,66079,4.42,4.0
1398,66049,3.89,4.0
1656,66015,4.03,4.0
1583,65932,3.65,4.0
1560,65906,3.21,3.0
1947,65904,3.98,4.0
1362,65900,4.17,4.0
1600,65828,3.75,4.0
1452,65638,4.26,4.0
1586,65626,4.11,4.0
1505,65477,4.4,4.0
1299,65428,3.77,4.0
1238,65422,4.22,4.0
1683,65409,4.06,4.0
2268,65397,4.31,4.0
1294,65397,3.69,4.0
1113,65362,4.05,4.0
1342,65277,3.82,4.0
1714,65273,4.05,4.0
1769,65259,4.22,4.0
1467,65091,4.35,4.0
1344,65068,4.26,4.0
1493,65063,3.8,4.0
1853,65027,4.28,4.0
1423,65005,3.82,4.0
2257,64984,4.1,4.0
1425,64961,4.29,4.0
1735,64949,4.06,4.0
1636,64813,3.95,4.0
994,64779,4.31,4.0
1778,64690,4.02,4.0
1185,64637,3.88,4.0
1732,64430,4.08,4.0
1354,64416,4.27,4.0
1416,64391,4.15,4.0
1292,64347,3.96,4.0
1280,64278,3.68,4.0
1969,64223,4.02,4.0
1312,64162,3.97,4.0
2160,64158,3.8,4.0
1907,64093,3.59,4.0
1625,64089,4.45,4.0
1781,64082,3.91,4.0
2248,64066,4.23,4.0
1549,63838,4.24,4.0
1730,63814,4.11,4.0
1203,63764,4.15,4.0
1553,63756,4.37,4.0
1476,63737,3.23,3.0
2256,63734,4.34,4.0
1374,63691,4.34,4.0
1716,63635,4.25,4.0
1944,63615,4.18,4.0
2335,63533,4.44,4.0
1336,63530,4.37,4.0
2116,63486,3.64,4.0
1424,63347,4.21,4.0
1413,63342,3.32,3.0
1356,63335,4.2,4.0
1328,63324,3.95,4.0
2148,63322,4.58,5.0
1281,63304,3.97,4.0
2067,63240,4.09,4.0
2197,63237,3.74,4.0
1479,63235,4.18,4.0
1385,63114,3.85,4.0
1437,63100,4.16,4.0
1481,63050,4.06,4.0
1397,63027,4.15,4.0
1850,62978,4.12,4.0
2094,62907,4.17,4.0
1410,62840,3.8,4.0
1116,62784,4.0,4.0
1542,62760,3.1,3.0
1802,62726,3.68,4.0
1628,62641,3.73,4.0
1813,62590,4.21,4.0
1642,62571,4.08,4.0
2182,62566,3.75,4.0
1527,62494,3.76,4.0
1248,62454,3.94,4.0
1588,62432,4.17,4.0
1422,62405,3.79,4.0
1926,62359,3.64,4.0
1418,62330,4.16,4.0
2088,62297,4.43,4.0
1786,62268,3.8,4.0
1240,62231,3.82,4.0
1268,62229,3.82,4.0
1455,62219,3.81,4.0
2074,62189,4.11,4.0
1532,62135,3.84,4.0
1420,62128,4.0,4.0
1204,62106,3.57,4.0
2343,62029,3.98,4.0
1758,61987,4.07,4.0
1761,61937,4.04,4.0
1569,61888,4.05,4.0
1379,61842,4.17,4.0
1514,61836,4.19,4.0
1404,61835,3.67,4.0
1906,61754,3.9,4.0
1513,61678,3.94,4.0
1672,61613,4.1,4.0
1381,61498,4.14,4.0
1369,61496,4.1,4.0
1624,61457,4.07,4.0
1722,61454,4.13,4.0
1324,61439,4.07,4.0
1006,61422,3.97,4.0
2098,61419,4.07,4.0
1480,61412,3.75,4.0
1720,61387,3.94,4.0
1520,61361,3.82,4.0
1562,61347,3.78,4.0
1435,61296,3.64,4.0
1462,61256,4.09,4.0
1301,61238,4.03,4.0
1883,61211,4.14,4.0
2312,61203,4.19,4.0
1269,61135,3.81,4.0
1644,61126,4.08,4.0
1499,60959,4.32,4.0
1584,60932,3.94,4.0
1953,60930,3.93,4.0
1489,60869,3.87,4.0
1649,60812,3.41,3.0
1994,60780,3.95,4.0
1692,60746,4.18,4.0
1621,60744,4.35,4.0
1343,60737,3.95,4.0
1766,60720,4.18,4.0
1571,60672,4.03,4.0
2348,60629,4.16,4.0
1531,60624,3.98,4.0
1504,60611,3.94,4.0
1811,60519,4.02,4.0
1762,60472,4.11,4.0
1626,60469,3.96,4.0
1307,60409,3.84,4.0
1578,60372,3.73,4.0
1550,60346,3.72,4.0
1304,60323,3.3,3.0
2309,60279,4.21,4.0
1487,60278,4.21,4.0
1522,60236,4.17,4.0
1482,60193,4.23,4.0
1643,60154,3.88,4.0
1308,60126,4.11,4.0
1436,60002,4.16,4.0
1568,59974,3.67,4.0
1210,59973,3.71,4.0
1556,59973,4.03,4.0
1576,59963,4.18,4.0
1426,59932,3.39,3.0
1679,59930,3.8,4.0
2135,59890,4.01,4.0
1658,59868,4.1,4.0
1417,59843,3.41,3.0
1599,59804,4.29,4.0
1637,59756,4.01,4.0
1801,59743,3.93,4.0
1680,59737,4.07,4.0
1384,59715,4.1,4.0
2143,59705,4.19,4.0
1652,59705,4.12,4.0
1774,59698,4.29,4.0
1684,59657,4.25,4.0
1470,59650,4.1,4.0
1639,59642,3.98,4.0
1736,59585,3.91,4.0
2235,59545,4.02,4.0
2006,59536,3.83,4.0
788,59453,4.07,4.0
1765,59408,3.91,4.0
1814,59403,3.96,4.0
1711,59354,4.35,4.0
1236,59333,4.16,4.0
1706,59317,3.91,4.0
1316,59295,4.01,4.0
1721,59276,4.05,4.0
2164,59261,4.04,4.0
1587,59229,3.66,4.0
2189,59221,4.05,4.0
1623,59191,4.12,4.0
1641,58991,3.93,4.0
1529,58973,4.02,4.0
1792,58967,3.76,4.0
1653,58945,4.0,4.0
1759,58925,4.09,4.0
1541,58906,4.24,4.0
2389,58879,4.13,4.0
2198,58860,4.15,4.0
1490,58841,4.01,4.0
1708,58836,3.98,4.0
2415,58808,4.18,4.0
1593,58742,3.92,4.0
2023,58724,3.95,4.0
2061,58717,3.63,4.0
1456,58688,4.05,4.0
1486,58631,3.77,4.0
2024,58571,4.18,4.0
1754,58481,4.42,4.0
1936,58435,4.15,4.0
1510,58432,4.2,4.0
1386,58428,3.6,4.0
923,58396,3.84,4.0
1547,58372,4.3,4.0
1635,58348,3.25,3.0
1660,58291,4.24,4.0
2004,58278,4.11,4.0
1796,58232,4.2,4.0
2599,58175,4.19,4.0
1815,58135,4.08,4.0
1573,58062,4.04,4.0
1594,58028,4.17,4.0
2205,58023,4.12,4.0
1523,57993,3.85,4.0
2218,57866,4.35,4.0
1546,57865,3.93,4.0
2219,57839,4.11,4.0
1836,57831,4.06,4.0
1559,57818,3.76,4.0
1648,57779,4.51,5.0
1447,57764,4.43,4.0
1673,57763,4.12,4.0
1506,57716,3.92,4.0
1570,57632,3.84,4.0
1650,57626,4.3,4.0
1339,57614,4.46,4.0
1454,57583,3.95,4.0
1956,57575,4.01,4.0
1793,57569,3.72,4.0
2273,57551,3.81,4.0
1633,57476,4.03,4.0
1434,57468,3.92,4.0
1674,57413,4.11,4.0
2636,57408,4.26,4.0
2371,57326,3.73,4.0
1592,57312,4.34,4.0
1415,57279,4.43,4.0
1700,57265,4.14,4.0
1509,57259,4.16,4.0
1451,57078,3.75,4.0
2789,57062,4.12,4.0
2263,57039,4.07,4.0
1457,56918,4.32,4.0
2449,56913,3.85,4.0
1745,56901,4.21,4.0
1800,56860,4.09,4.0
1669,56842,3.82,4.0
2561,56836,4.17,4.0
1614,56827,4.31,4.0
2062,56807,4.36,4.0
1297,56802,4.04,4.0
2283,56782,4.1,4.0
1512,56756,3.98,4.0
1946,56737,4.04,4.0
2022,56656,3.84,4.0
2534,56637,4.32,4.0
2510,56635,4.03,4.0
1777,56633,4.28,4.0
2107,56593,4.0,4.0
1577,56550,3.89,4.0
1389,56548,3.75,4.0
1886,56529,3.95,4.0
1572,56510,4.4,4.0
2039,56485,3.82,4.0
1428,56464,3.51,4.0
1945,56444,4.0,4.0
2002,56428,3.51,4.0
1875,56395,3.83,4.0
1392,56344,3.58,4.0
1092,56315,3.98,4.0
1713,56287,3.93,4.0
2264,56216,3.67,4.0
1237,56200,3.95,4.0
1602,56191,4.19,4.0
2225,56122,4.57,5.0
2251,56113,3.8,4.0
1958,56064,3.88,4.0
1726,56053,3.97,4.0
2286,56023,4.29,4.0
2360,55993,3.86,4.0
1659,55948,4.22,4.0
2259,55938,3.73,4.0
1616,55889,3.95,4.0
1707,55841,3.79,4.0
2551,55764,4.24,4.0
2421,55720,4.24,4.0
2120,55685,3.93,4.0
1310,55678,3.86,4.0
1757,55637,4.04,4.0
2121,55606,4.25,4.0
1849,55606,4.22,4.0
1848,55599,4.0,4.0
1685,55576,3.97,4.0
1613,55556,4.6,5.0
2630,55542,4.01,4.0
1748,55518,4.57,5.0
2298,55517,4.2,4.0
1566,55473,3.46,3.0
1517,55459,3.63,4.0
2399,55442,4.04,4.0
1552,55398,4.08,4.0
885,55381,3.83,4.0
1705,55373,3.69,4.0
1942,55367,3.89,4.0
1574,55355,3.81,4.0
1901,55355,3.97,4.0
1704,55296,3.96,4.0
1495,55262,3.94,4.0
1595,55251,4.07,4.0
1464,55236,3.95,4.0
2614,55218,4.02,4.0
2274,55155,3.92,4.0
2055,55139,4.08,4.0
1776,55019,3.76,4.0
2320,54997,4.12,4.0
1491,54977,4.56,5.0
1703,54958,3.96,4.0
2163,54940,4.04,4.0
854,54937,4.0,4.0
1638,54930,4.14,4.0
1909,54920,3.82,4.0
1980,54919,3.75,4.0
1882,54908,3.82,4.0
2356,54902,4.17,4.0
1565,54848,3.92,4.0
2465,54819,3.71,4.0
1618,54781,4.29,4.0
1607,54777,4.11,4.0
2518,54718,4.16,4.0
1921,54682,4.16,4.0
1893,54620,3.98,4.0
1877,54607,4.05,4.0
2552,54602,3.97,4.0
2374,54590,4.12,4.0
2794,54585,4.15,4.0
2270,54512,4.05,4.0
2532,54443,4.16,4.0
1885,54420,4.44,4.0
2028,54413,4.36,4.0
1890,54401,3.9,4.0
2272,54400,3.99,4.0
2662,54391,4.13,4.0
1582,54341,3.92,4.0
2054,54248,3.71,4.0
1668,54173,3.87,4.0
1440,54140,4.16,4.0
1787,54081,3.84,4.0
1615,54014,4.04,4.0
2526,53980,4.07,4.0
2460,53937,3.97,4.0
1803,53878,4.25,4.0
1173,53751,3.73,4.0
1807,53746,3.84,4.0
2731,53738,4.12,4.0
2053,53706,3.73,4.0
1753,53676,4.11,4.0
1345,53662,3.75,4.0
1868,53644,3.45,3.0
2176,53591,3.93,4.0
1511,53586,3.88,4.0
3282,53570,4.26,4.0
2254,53568,4.07,4.0
1671,53487,3.48,3.0
2123,53483,4.33,4.0
2581,53413,4.2,4.0
1612,53411,4.16,4.0
1442,53384,3.81,4.0
1605,53378,3.98,4.0
2310,53321,4.41,4.0
2018,53317,3.72,4.0
1727,53304,3.68,4.0
3107,53263,4.25,4.0
2049,53245,4.34,4.0
2602,53227,4.48,4.0
2294,53191,4.06,4.0
1382,53151,3.81,4.0
1725,53143,4.24,4.0
2764,53131,4.45,4.0
2118,53128,3.07,3.0
2718,53089,4.29,4.0
2155,53088,4.15,4.0
1740,53038,4.1,4.0
2035,53023,4.2,4.0
1666,53019,4.21,4.0
1962,53017,3.95,4.0
2245,52993,3.92,4.0
2428,52982,4.34,4.0
1972,52974,4.14,4.0
1894,52973,3.94,4.0
1664,52964,4.21,4.0
2079,52954,4.31,4.0
2186,52846,4.41,4.0
1914,52845,4.27,4.0
2016,52843,4.07,4.0
1975,52824,4.1,4.0
2041,52823,4.01,4.0
1458,52765,4.06,4.0
1655,52734,3.97,4.0
2007,52708,4.02,4.0
1502,52704,4.08,4.0
2032,52572,3.98,4.0
2162,52536,4.21,4.0
1709,52518,4.07,4.0
2208,52435,3.93,4.0
1861,52416,4.13,4.0
2324,52376,4.1,4.0
1581,52333,3.91,4.0
1698,52249,4.21,4.0
1756,52244,3.67,4.0
2034,52242,4.04,4.0
2587,52220,4.26,4.0
2409,52215,3.85,4.0
2525,52170,4.04,4.0
1832,52168,3.93,4.0
2596,52165,4.32,4.0
1805,52095,3.95,4.0
2243,52071,4.04,4.0
1733,52062,3.81,4.0
1676,52061,3.9,4.0
1187,52031,3.77,4.0
1937,52006,3.95,4.0
1941,51856,3.97,4.0
2564,51854,3.99,4.0
2667,51815,3.88,4.0
2407,51772,4.29,4.0
1865,51764,4.24,4.0
2128,51752,4.21,4.0
1742,51748,3.64,4.0
2373,51745,3.74,4.0
1842,51726,4.28,4.0
1831,51720,3.74,4.0
1654,51694,3.83,4.0
2303,51640,4.16,4.0
1477,51603,3.79,4.0
1694,51580,3.98,4.0
2655,51580,4.04,4.0
2578,51571,4.08,4.0
2003,51570,4.17,4.0
2434,51537,3.86,4.0
1835,51511,3.97,4.0
1524,51461,3.51,4.0
1681,51454,4.35,4.0
2509,51454,3.93,4.0
2547,51432,4.17,4.0
1751,51385,4.06,4.0
1927,51385,4.23,4.0
2836,51368,3.95,4.0
2521,51282,4.39,4.0
1876,51267,4.16,4.0
2506,51250,3.73,4.0
1826,51219,4.41,4.0
2109,51185,4.13,4.0
2934,51165,4.44,4.0
1908,51161,3.96,4.0
1999,51119,3.95,4.0
2058,51115,4.04,4.0
2136,51086,4.12,4.0
1904,51059,4.14,4.0
1746,51007,4.05,4.0
2424,50976,4.07,4.0
2059,50953,3.83,4.0
2769,50929,3.95,4.0
2134,50922,4.02,4.0
1501,50921,3.56,4.0
2196,50917,3.98,4.0
3066,50899,4.33,4.0
1619,50876,3.91,4.0
1952,50758,4.29,4.0
2091,50746,3.87,4.0
1869,50738,3.48,3.0
2026,50721,3.65,4.0
3090,50719,3.86,4.0
2394,50699,3.83,4.0
2771,50689,4.07,4.0
2961,50637,4.46,4.0
1954,50630,4.22,4.0
1833,50598,3.36,3.0
2173,50526,3.51,4.0
1797,50446,3.95,4.0
2538,50442,3.97,4.0
1539,50422,3.83,4.0
1806,50412,4.26,4.0
2413,50383,3.85,4.0
2070,50364,4.22,4.0
2012,50322,3.9,4.0
1852,50300,4.12,4.0
1816,50264,4.07,4.0
1920,50255,4.19,4.0
1620,50215,3.93,4.0
1678,50206,4.23,4.0
1764,50181,4.06,4.0
1439,50158,3.98,4.0
3320,50146,4.16,4.0
1728,50142,4.36,4.0
2132,50113,4.0,4.0
1617,50112,3.76,4.0
1604,50084,4.44,4.0
1750,50047,3.93,4.0
3182,50044,4.05,4.0
1738,49999,3.94,4.0
1857,49994,3.71,4.0
2305,49987,4.01,4.0
1724,49958,3.49,3.0
1819,49935,3.99,4.0
1752,49930,4.07,4.0
1967,49926,3.39,3.0
2105,49863,4.02,4.0
2249,49820,3.91,4.0
1326,49740,4.23,4.0
2183,49670,3.51,4.0
2440,49667,4.22,4.0
2045,49636,4.24,4.0
2745,49620,4.24,4.0
1925,49617,3.92,4.0
1682,49578,3.51,4.0
951,49551,3.93,4.0
1968,49551,4.13,4.0
2960,49513,4.39,4.0
2216,49513,3.97,4.0
2684,49448,4.08,4.0
2331,49405,3.63,4.0
2179,49355,4.13,4.0
1608,49344,3.79,4.0
2775,49321,4.26,4.0
1917,49300,4.08,4.0
3073,49298,4.21,4.0
2043,49291,4.02,4.0
1923,49283,3.54,4.0
1640,49255,3.82,4.0
1862,49139,4.03,4.0
2211,49138,4.13,4.0
2967,49133,4.02,4.0
2317,49106,3.91,4.0
2111,49105,3.87,4.0
1870,49095,4.27,4.0
2633,49083,4.11,4.0
2566,49050,3.8,4.0
1949,49016,4.19,4.0
1686,49015,3.65,4.0
2014,48982,3.45,3.0
2657,48964,4.07,4.0
2290,48964,3.95,4.0
1983,48961,3.86,4.0
2261,48960,3.85,4.0
1897,48879,4.05,4.0
2001,48860,4.02,4.0
1892,48838,3.64,4.0
1911,48830,4.17,4.0
1755,48816,3.85,4.0
1779,48807,3.76,4.0
2075,48805,4.16,4.0
1912,48755,3.85,4.0
2959,48722,4.03,4.0
2029,48711,3.76,4.0
2964,48695,3.93,4.0
1788,48692,3.7,4.0
2017,48683,4.02,4.0
1903,48663,3.93,4.0
1979,48649,3.85,4.0
1992,48640,4.02,4.0
2071,48639,3.68,4.0
1977,48632,3.87,4.0
2180,48608,4.06,4.0
2149,48557,4.11,4.0
2101,48537,3.96,4.0
